,open,high,low,close,volume,return
2025-12-22,13.16,13.19,12.97,13.05,8786515.0,
2025-12-23,12.98,13.06,12.72,12.79,8243300.999999999,-0.01992337164750968
2025-12-24,12.78,12.81,12.4,12.6,8460179.0,-0.014855355746677068
2025-12-25,12.65,13.58,12.51,13.15,19993663.0,0.04365079365079372
2025-12-26,12.91,13.1,12.8,12.96,12513900.0,-0.01444866920152088
2025-12-27,12.91,13.1,12.8,12.96,12513900.0,0.0
2025-12-28,12.91,13.1,12.8,12.96,12513900.0,0.0
2025-12-29,12.98,13.09,12.78,12.82,6728338.0,-0.010802469135802517
2025-12-30,12.74,12.91,12.6,12.65,6923206.0,-0.013260530421216887
2025-12-31,12.65,12.76,12.48,12.51,5469103.0,-0.011067193675889375
2026-01-01,12.65,12.76,12.48,12.51,5469103.0,0.0
2026-01-02,12.65,12.76,12.48,12.51,5469103.0,0.0
2026-01-03,12.65,12.76,12.48,12.51,5469103.0,0.0
2026-01-04,12.65,12.76,12.48,12.51,5469103.0,0.0
2026-01-05,12.49,12.65,12.36,12.62,6063998.0,0.008792965627497873
2026-01-06,12.56,12.67,12.52,12.67,6150179.0,0.003961965134706924
2026-01-07,12.67,12.8,12.49,12.7,8097000.0,0.0023677979479084232
2026-01-08,12.63,12.73,12.53,12.67,5807600.0,-0.0023622047244094
2026-01-09,12.75,12.92,12.73,12.84,9161696.0,0.013417521704814472
2026-01-10,12.75,12.92,12.73,12.84,9161696.0,0.0
2026-01-11,12.75,12.92,12.73,12.84,9161696.0,0.0
2026-01-12,12.82,13.04,12.76,13.0,8793557.0,0.012461059190031154
2026-01-13,13.0,13.1,12.82,12.87,6967600.0,-0.010000000000000009
2026-01-14,12.87,13.03,12.6,12.79,7735597.0,-0.006216006216006265
2026-01-15,12.69,12.75,12.54,12.63,4576100.0,-0.012509773260359514
2026-01-16,12.7,13.18,12.69,12.89,9869854.0,0.02058590657165471
2026-01-17,12.7,13.18,12.69,12.89,9869854.0,0.0
2026-01-18,12.7,13.18,12.69,12.89,9869854.0,0.0
2026-01-19,12.81,12.96,12.81,12.9,4494354.0,0.0007757951900697613
2026-01-20,12.97,13.13,12.84,12.95,6921900.0,0.003875968992248069
2026-01-21,12.83,13.07,12.7,12.9,6172900.0,-0.0038610038610037423
2026-01-22,12.9,13.06,12.81,12.97,5128500.0,0.005426356589147252
2026-01-23,12.98,13.04,12.9,12.96,4085600.0,-0.0007710100231302919
2026-01-24,12.98,13.04,12.9,12.96,4085600.0,0.0
2026-01-25,12.98,13.04,12.9,12.96,4085600.0,0.0
2026-01-26,12.9,12.93,12.65,12.9,6067700.0,-0.00462962962962965
2026-01-27,12.81,12.84,12.45,12.55,4551700.0,-0.02713178294573637
2026-01-28,12.55,13.49,12.42,13.16,15534800.0,0.048605577689242896
2026-01-29,12.95,14.48,12.84,14.48,26366833.0,0.10030395136778125
2026-01-30,15.93,15.93,15.56,15.93,42288569.0,0.10013812154696122
2026-01-31,15.93,15.93,15.56,15.93,42288569.0,0.0
2026-02-01,15.93,15.93,15.56,15.93,42288569.0,0.0
2026-02-02,15.24,17.52,14.89,17.52,62797236.0,0.09981167608286245
2026-02-03,17.22,19.27,17.22,19.27,45589683.0,0.09988584474885842
2026-02-04,19.79,21.2,18.41,18.96,74184860.0,-0.0160871821484172
2026-02-05,19.01,20.8,19.01,20.09,66546578.0,0.05959915611814348
2026-02-06,18.08,18.54,18.08,18.08,12011400.0,-0.10004977600796428
2026-02-07,18.08,18.54,18.08,18.08,12011400.0,0.0
2026-02-08,18.08,18.54,18.08,18.08,12011400.0,0.0
2026-02-09,17.83,19.4,17.83,18.8,54027290.0,0.039823008849557695
2026-02-10,18.05,18.41,16.93,17.03,47510117.0,-0.0941489361702127
2026-02-11,16.89,17.1,16.34,16.57,34508203.0,-0.02701115678214916
2026-02-12,16.4,16.64,15.92,15.99,24432600.0,-0.035003017501508804
2026-02-13,16.35,16.35,15.63,15.67,20763501.0,-0.02001250781738584
2026-02-14,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-15,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-16,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-17,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-18,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-19,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-20,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-21,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-22,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-23,16.35,16.35,15.63,15.67,20763501.0,0.0
2026-02-24,15.95,16.14,15.78,15.83,19721400.0,0.0102105934907466
