,open,high,low,close,volume,return
2025-12-22,43.03,43.47,43.03,43.11,1011600.0,
2025-12-23,43.03,43.17,42.46,42.62,1094770.0,-0.011366272326606364
2025-12-24,42.62,43.46,42.49,43.42,1305770.0,0.0187705302674801
2025-12-25,43.38,43.72,43.17,43.62,1155200.0,0.004606172270842812
2025-12-26,43.39,43.68,43.01,43.17,1344700.0,-0.01031636863823926
2025-12-27,43.39,43.68,43.01,43.17,1344700.0,0.0
2025-12-28,43.39,43.68,43.01,43.17,1344700.0,0.0
2025-12-29,43.16,43.8,43.02,43.38,1357300.0,0.004864489228630919
2025-12-30,43.38,45.3,43.19,44.31,3501400.0,0.021438450899031736
2025-12-31,45.21,45.54,44.0,44.81,2969500.0,0.011284134506883259
2026-01-01,45.21,45.54,44.0,44.81,2969500.0,0.0
2026-01-02,45.21,45.54,44.0,44.81,2969500.0,0.0
2026-01-03,45.21,45.54,44.0,44.81,2969500.0,0.0
2026-01-04,45.21,45.54,44.0,44.81,2969500.0,0.0
2026-01-05,44.86,45.8,44.44,45.67,3124170.0,0.019192144610578055
2026-01-06,45.8,45.99,45.01,45.45,3184800.0,-0.004817166630172953
2026-01-07,45.49,45.49,44.6,44.66,2651800.0,-0.017381738173817496
2026-01-08,44.82,45.48,44.8,45.0,1837500.0,0.0076130765785940024
2026-01-09,45.2,45.4,44.84,45.39,2429570.0,0.0086666666666666
2026-01-10,45.2,45.4,44.84,45.39,2429570.0,0.0
2026-01-11,45.2,45.4,44.84,45.39,2429570.0,0.0
2026-01-12,45.49,48.02,45.49,47.64,6626600.0,0.049570389953734306
2026-01-13,47.63,47.94,45.9,46.07,4104469.9999999995,-0.03295549958018473
2026-01-14,46.56,47.87,46.14,46.88,5179546.0,0.01758194052528772
2026-01-15,46.5,47.1,45.9,46.31,2746400.0,-0.012158703071672328
2026-01-16,46.5,47.0,45.78,46.7,3091300.0,0.008421507233858705
2026-01-17,46.5,47.0,45.78,46.7,3091300.0,0.0
2026-01-18,46.5,47.0,45.78,46.7,3091300.0,0.0
2026-01-19,46.35,48.0,46.0,47.54,4578400.0,0.017987152034261156
2026-01-20,47.28,47.28,45.7,45.97,3647669.9999999995,-0.033024821203197274
2026-01-21,45.54,46.55,45.43,46.36,2198700.0,0.008483793778551352
2026-01-22,46.37,47.34,46.26,46.37,1621900.0,0.00021570319240726832
2026-01-23,50.7,50.7,48.15,48.41,8860304.0,0.043993961613111976
2026-01-24,50.7,50.7,48.15,48.41,8860304.0,0.0
2026-01-25,50.7,50.7,48.15,48.41,8860304.0,0.0
2026-01-26,48.76,48.9,47.8,48.44,5094795.0,0.0006197066721751465
2026-01-27,48.13,50.49,47.38,50.38,8724459.0,0.04004954582989284
2026-01-28,49.31,49.95,48.54,48.8,5421929.0,-0.03136165144898784
2026-01-29,48.22,49.11,47.7,47.71,3671800.0,-0.022336065573770436
2026-01-30,47.5,47.7,46.55,47.31,2475000.0,-0.00838398658562145
2026-01-31,47.5,47.7,46.55,47.31,2475000.0,0.0
2026-02-01,47.5,47.7,46.55,47.31,2475000.0,0.0
2026-02-02,47.09,49.19,46.5,46.5,3135693.0,-0.017121116043119944
2026-02-03,47.04,47.5,46.51,47.3,2034800.0,0.017204301075268713
2026-02-04,47.0,47.18,46.26,46.65,1937659.0,-0.013742071881606699
2026-02-05,46.5,46.5,45.61,45.7,1680204.0,-0.020364415862808016
2026-02-06,45.43,46.24,45.1,45.95,2052600.0,0.00547045951859948
2026-02-07,45.43,46.24,45.1,45.95,2052600.0,0.0
2026-02-08,45.43,46.24,45.1,45.95,2052600.0,0.0
2026-02-09,46.39,47.14,46.21,46.85,1801400.0,0.019586507072905324
2026-02-10,46.73,47.64,46.73,47.07,1339059.0,0.00469583778014937
2026-02-11,48.4,48.86,47.52,48.0,3795550.0,0.019757807520713877
2026-02-12,47.99,48.33,47.47,48.03,2163255.0,0.0006250000000000977
2026-02-13,47.91,48.85,47.91,48.36,2264134.0,0.006870705808869504
2026-02-14,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-15,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-16,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-17,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-18,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-19,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-20,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-21,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-22,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-23,47.91,48.85,47.91,48.36,2264134.0,0.0
2026-02-24,48.65,48.65,46.74,48.21,2700301.0,-0.0031017369727046606
2026-02-25,48.4,48.48,47.42,47.82,2403105.0,-0.008089607965152457
2026-02-26,47.85,48.21,47.72,47.9,1935000.0,0.0016729401923880616
2026-02-27,47.77,48.45,47.33,48.34,2266929.0,0.009185803757828959
2026-02-28,47.77,48.45,47.33,48.34,2266929.0,0.0
2026-03-01,47.77,48.45,47.33,48.34,2266929.0,0.0
2026-03-02,47.52,47.99,46.3,46.44,2934900.0,-0.03930492345883341
2026-03-03,46.45,47.1,45.17,45.2,3374300.0,-0.02670111972437539
2026-03-04,44.75,45.46,44.45,44.55,1757100.0,-0.014380530973451489
2026-03-05,45.0,45.7,45.0,45.31,1642000.0,0.017059483726150404
2026-03-06,45.4,48.84,45.16,47.96,3719810.0,0.058485985433679
2026-03-07,45.4,48.84,45.16,47.96,3719810.0,0.0
2026-03-08,45.4,48.84,45.16,47.96,3719810.0,0.0
