,open,high,low,close,volume,return
2021-11-12,15.2273284,15.4934532,15.0610004,15.1940628,957546.46,
2021-11-13,15.2273284,15.4934532,15.0610004,15.1940628,957546.46,0.0
2021-11-14,15.2273284,15.4934532,15.0610004,15.1940628,957546.46,0.0
2021-11-15,15.260594,15.4934532,15.135848,15.3271252,655089.99,0.008757525998905225
2021-11-16,15.2689104,15.4186056,15.1108988,15.1524808,601110.48,-0.011394465545306542
2021-11-17,15.094266,15.219012,14.9528872,15.0610004,664640.38,-0.006037321624588365
2021-11-18,15.0443676,15.0693168,14.7449772,14.803192,799843.77,-0.01711761457758143
2021-11-19,14.803192,15.1691136,14.720028,15.094266,786371.56,0.0196629213483146
2021-11-20,14.803192,15.1691136,14.720028,15.094266,786371.56,0.0
2021-11-21,14.803192,15.1691136,14.720028,15.094266,786371.56,0.0
2021-11-22,14.9944692,15.17743,14.886356,15.0693168,738617.8,-0.0016528925619834212
2021-11-23,15.0610004,15.260594,14.7033952,14.8697232,1235977.96,-0.013245033112582738
2021-11-24,14.7782428,14.927938,14.6867624,14.8614068,741310.84,-0.0005592841163311046
2021-11-25,14.7532936,14.7948756,14.6618132,14.7033952,603532.7,-0.010632344711807518
2021-11-26,14.6534968,14.6950788,14.5703328,14.6202312,694499.88,-0.005656108597285048
2021-11-27,14.6534968,14.6950788,14.5703328,14.6202312,694499.88,0.0
2021-11-28,14.6534968,14.6950788,14.5703328,14.6202312,694499.88,0.0
2021-11-29,14.4788524,14.6119148,14.4372704,14.5620164,512594.71,-0.003981797497155881
2021-11-30,14.5869656,14.7033952,14.428954,14.5038016,733616.06,-0.003997715591090856
2021-12-01,14.4954852,14.7782428,14.4455868,14.6701296,706925.19,0.011467889908256979
2021-12-02,14.6534968,14.8115084,14.4455868,14.6285476,994798.35,-0.0028344671201814275
2021-12-03,14.6701296,14.720028,14.4788524,14.678446,707599.74,0.0034110289937463456
2021-12-04,14.6701296,14.720028,14.4788524,14.678446,707599.74,0.0
2021-12-05,14.6701296,14.720028,14.4788524,14.678446,707599.74,0.0
2021-12-06,14.844774,15.4352384,14.803192,15.052684,2145625.28,0.025495750708215414
2021-12-07,15.219012,15.5267188,15.094266,15.3520744,1616443.87,0.019889502762430844
2021-12-08,15.343758,15.426922,15.1025824,15.3603908,980281.18,0.0005417118093173912
2021-12-09,15.3770236,15.8510584,15.2772268,15.551668,1455886.68,0.012452625879805002
2021-12-10,15.3936564,15.551668,15.1940628,15.2855432,989255.13,-0.01711229946524062
2021-12-11,15.3936564,15.551668,15.1940628,15.2855432,989255.13,0.0
2021-12-12,15.3936564,15.551668,15.1940628,15.2855432,989255.13,0.0
2021-12-13,15.3603908,15.7013632,15.1192152,15.1940628,1314490.27,-0.00598476605005438
2021-12-14,15.1025824,15.1108988,14.5703328,14.6202312,1937208.9,-0.0377668308702791
2021-12-15,14.5620164,14.6867624,14.470536,14.595282,1294627.41,-0.0017064846416382506
2021-12-16,14.595282,14.7449772,14.5204344,14.7366608,819479.51,0.009686609686609726
2021-12-17,14.720028,14.76161,14.6119148,14.6119148,602369.67,-0.008465011286681756
2021-12-18,14.720028,14.76161,14.6119148,14.6119148,602369.67,0.0
2021-12-19,14.720028,14.76161,14.6119148,14.6119148,602369.67,0.0
2021-12-20,14.6035984,14.678446,14.512118,14.5703328,746435.2,-0.002845759817871385
2021-12-21,14.5453836,14.7283444,14.5370672,14.6285476,893734.04,0.003995433789954372
2021-12-22,14.6534968,14.6701296,14.387372,14.4622196,976927.75,-0.011370096645821448
2021-12-23,14.470536,14.4954852,14.3125244,14.4040048,1059575.94,-0.004025301897642275
2021-12-24,14.4123212,14.428954,14.3125244,14.3956884,488251.49,-0.0005773672055426893
2021-12-25,14.4123212,14.428954,14.3125244,14.3956884,488251.49,0.0
2021-12-26,14.4123212,14.428954,14.3125244,14.3956884,488251.49,0.0
2021-12-27,14.4123212,14.428954,14.2709424,14.3208408,731118.99,-0.005199306759098743
