,open,high,low,close,volume,return
2021-11-12,52.88149312,54.95181843,52.88149312,54.38549626,463931.15,
2021-11-13,52.88149312,54.95181843,52.88149312,54.38549626,463931.15,0.0
2021-11-14,52.88149312,54.95181843,52.88149312,54.38549626,463931.15,0.0
2021-11-15,55.03537416,55.22105356,54.11626113,54.66401536,300670.8,0.005121201775349915
2021-11-16,54.66401536,55.15606577,54.37621229,54.53403978,246822.97,-0.0023777173913043237
2021-11-17,54.13482907,54.65473139,53.39211147,54.0327054,198841.95,-0.009193054136874435
2021-11-18,54.05127334,54.67329933,53.46638323,54.11626113,193564.26,0.001546391752577314
2021-11-19,53.847026,54.28337259,52.75151754,53.44781529,260132.68,-0.01235203293875442
2021-11-20,53.847026,54.28337259,52.75151754,53.44781529,260132.68,0.0
2021-11-21,53.847026,54.28337259,52.75151754,53.44781529,260132.68,0.0
2021-11-22,52.918629,53.82845806,52.90006106,53.05788855,247703.66,-0.007295466388744121
2021-11-23,53.1043084,53.73561836,52.74223357,53.11359237,192235.1,0.0010498687664042272
2021-11-24,52.92791297,53.847026,51.7117129,51.8045526,360493.27,-0.024646040901940225
2021-11-25,51.72099687,52.31517095,51.6188732,51.87882436,172078.8,0.0014336917562725038
2021-11-26,52.06450376,52.07378773,50.46766092,50.73689605,290337.68,-0.02201145311381536
2021-11-27,52.06450376,52.07378773,50.46766092,50.73689605,290337.68,0.0
2021-11-28,52.06450376,52.07378773,50.46766092,50.73689605,290337.68,0.0
2021-11-29,50.133438,51.061835,49.71565935,50.5976365,232794.35,-0.0027447392497712553
2021-11-30,50.55121665,50.55121665,47.9052852,48.6480028,604635.51,-0.038532110091743066
2021-12-01,48.4623234,48.67585471,47.75674168,48.14666842,400730.44,-0.010305343511450404
2021-12-02,47.8124455,49.27002879,47.52464243,48.49945928,317828.74,0.007327419976860927
2021-12-03,48.276644,49.50212804,48.16523636,49.50212804,280461.68,0.020673813169984623
2021-12-04,48.276644,49.50212804,48.16523636,49.50212804,280461.68,0.0
2021-12-05,48.276644,49.50212804,48.16523636,49.50212804,280461.68,0.0
2021-12-06,49.2978807,49.2978807,47.8124455,47.91456917,377710.25,-0.03207051762940738
