trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount,return
2022-10-14,000300.SH,3842.4698,3783.316,3863.2265,3780.8415,3752.6729,89.7969,2.3929,116242293.0,256551271.975,0.0239287842007225
2022-10-17,000300.SH,3846.4119,3822.2428,3849.6207,3809.1196,3842.4698,3.9421,0.1026,104192019.0,220488874.407,0.0010259286878455
2022-10-18,000300.SH,3838.2667,3865.8258,3870.2155,3831.1723,3846.4119,-8.1452,-0.2118,88346907.0,186556295.766,-0.0021176099210798
2022-10-19,000300.SH,3776.5335,3827.4658,3840.487,3776.5335,3838.2667,-61.7332,-1.6084,81574844.0,186736408.23,-0.0160836139917009
2022-10-20,000300.SH,3754.9269,3746.5793,3804.2468,3726.7925,3776.5335,-21.6066,-0.5721,90290895.0,203781618.922,-0.0057212785216919
2022-10-21,000300.SH,3742.8929,3753.8903,3768.6895,3724.69,3754.9269,-12.034,-0.3205,98750038.0,180686357.677,-0.0032048559986613
2022-10-24,000300.SH,3633.3733,3727.915,3762.158,3619.9876,3742.8929,-109.5196,-2.9261,130056864.0,259450743.134,-0.0292606822920312
2022-10-25,000300.SH,3627.4542,3621.9356,3670.7327,3594.7011,3633.3733,-5.9191,-0.1629,110953882.0,219302759.597,-0.0016290921717292
2022-10-26,000300.SH,3656.9027,3633.3107,3700.8797,3633.3107,3627.4542,29.4485,0.8118,121301548.0,242453810.572,0.0081182279296592
2022-10-27,000300.SH,3631.1448,3667.6645,3685.0837,3631.0639,3656.9027,-25.7579,-0.7044,117998675.0,257473315.676,-0.0070436383226712
2022-10-28,000300.SH,3541.3295,3605.1598,3618.864,3533.4993,3631.1448,-89.8153,-2.4735,118772162.0,245816451.978,-0.0247347062557241
2022-10-31,000300.SH,3508.7034,3504.507,3553.3871,3495.9509,3541.3295,-32.6261,-0.9213,138465655.0,256574822.102,-0.009212952367183
2022-11-01,000300.SH,3634.1732,3519.8174,3634.1732,3517.6209,3508.7034,125.4698,3.576,149286698.0,295089928.407,0.0357595914205801
2022-11-02,000300.SH,3677.8051,3620.3693,3703.465,3610.8029,3634.1732,43.6319,1.2006,141592919.0,291648245.712,0.0120060045569649
2022-11-03,000300.SH,3647.8966,3645.0604,3670.1574,3628.4987,3677.8051,-29.9085,-0.8132,110566035.0,215379297.964,-0.0081321601299644
2022-11-04,000300.SH,3767.1746,3646.7709,3782.8823,3646.7709,3647.8966,119.278,3.2698,149734949.0,311145477.555,0.0326977469701306
2022-11-07,000300.SH,3775.2971,3754.5227,3792.7942,3746.3715,3767.1746,8.1225,0.2156,129826371.0,251195699.937,0.0021561251766775
2022-11-08,000300.SH,3749.3251,3773.6612,3779.1156,3723.3415,3775.2971,-25.972,-0.6879,99016451.0,193351324.897,-0.0068794585729424
2022-11-09,000300.SH,3714.2704,3750.7821,3760.4068,3711.268,3749.3251,-35.0547,-0.935,89434525.0,172029529.944,-0.0093496026791595
2022-11-10,000300.SH,3685.6885,3685.8274,3701.5306,3665.0585,3714.2704,-28.5819,-0.7695,103509302.0,183155308.703,-0.0076951586508079
2022-11-11,000300.SH,3788.4387,3787.7568,3828.9004,3747.0902,3685.6885,102.7502,2.7878,189685586.0,344471326.267,0.027878156279349
2022-11-14,000300.SH,3794.0171,3818.1447,3848.4116,3781.7778,3788.4387,5.5784,0.1472,169665048.0,315536856.085,0.0014724799427268
2022-11-15,000300.SH,3865.9726,3788.926,3871.6424,3775.4988,3794.0171,71.9555,1.8966,151515650.0,296268142.769,0.0189655181048076
2022-11-16,000300.SH,3834.3899,3860.811,3877.6781,3829.3126,3865.9726,-31.5827,-0.8169,120610964.0,235844588.245,-0.0081694060635607
2022-11-17,000300.SH,3818.664,3821.2709,3821.7419,3776.5739,3834.3899,-15.7259,-0.4101,105940632.0,219540811.335,-0.0041012782763693
2022-11-18,000300.SH,3801.5686,3823.8207,3840.3018,3801.5686,3818.664,-17.0954,-0.4477,115078777.0,224276131.008,-0.0044768013106154
2022-11-21,000300.SH,3769.1269,3769.627,3769.8731,3733.9954,3801.5686,-32.4417,-0.8534,95866966.0,188230373.665,-0.008533766824568
2022-11-22,000300.SH,3769.5727,3766.0817,3809.8582,3751.0448,3769.1269,0.4458,0.0118,144486334.0,203490828.432,0.0001182767287564
2022-11-23,000300.SH,3773.5287,3760.2157,3791.1782,3753.2136,3769.5727,3.956,0.1049,144527911.0,201070601.178,0.0010494558176314
2022-11-24,000300.SH,3756.8082,3791.5399,3804.8987,3751.3818,3773.5287,-16.7205,-0.4431,101073447.0,160698921.546,-0.004430998497507
2022-11-25,000300.SH,3775.7764,3751.2822,3790.566,3743.4138,3756.8082,18.9682,0.5049,142929711.0,191711040.707,0.0050490200697497
2022-11-28,000300.SH,3733.2424,3701.902,3736.0813,3672.1306,3775.7764,-42.534,-1.1265,127825748.0,196305561.706,-0.0112649679149432
2022-11-29,000300.SH,3848.4224,3766.5702,3854.7742,3766.5702,3733.2424,115.18,3.0853,178701392.0,289062336.431,0.0308525371939416
2022-11-30,000300.SH,3853.0365,3836.5598,3867.6591,3833.8272,3848.4224,4.6141,0.1199,157511400.0,250051468.093,0.0011989588253098
2022-12-01,000300.SH,3894.7687,3921.2954,3944.5645,3893.8718,3853.0365,41.7322,1.0831,169964585.0,306678195.716,0.0108309900516125
2022-12-02,000300.SH,3870.9478,3886.4034,3898.1146,3865.8844,3894.7687,-23.8209,-0.6116,116786350.0,201253166.363,-0.0061161269987611
2022-12-05,000300.SH,3946.8759,3907.6375,3947.476,3900.6742,3870.9478,75.9281,1.9615,201747221.0,296615512.327,0.0196148602158883
2022-12-06,000300.SH,3968.1979,3929.0063,3988.9007,3922.9969,3946.8759,21.322,0.5402,155108323.0,275583430.841,0.0054022473825436
2022-12-07,000300.SH,3958.4409,3956.6722,3999.5864,3944.1831,3968.1979,-9.757,-0.2459,143001356.0,255490829.027,-0.0024587987408591
2022-12-08,000300.SH,3959.1798,3953.199,3971.4927,3941.2966,3958.4409,0.7389,0.0187,115199986.0,198037690.481,0.0001866644011281
2022-12-09,000300.SH,3998.2442,3961.9919,4003.3178,3944.4396,3959.1798,39.0644,0.9867,153774954.0,268166789.657,0.0098667910964791
2022-12-12,000300.SH,3953.4433,3976.1722,3983.4332,3950.3203,3998.2442,-44.8009,-1.1205,125935368.0,227606300.937,-0.0112051434977383
2022-12-13,000300.SH,3945.6813,3953.5482,3964.3957,3939.9795,3953.4433,-7.762,-0.1963,100994100.0,184020700.11,-0.0019633517951299
2022-12-14,000300.SH,3954.8857,3952.7885,3972.7381,3935.7668,3945.6813,9.2044,0.2333,98528006.0,196175108.617,0.0023327783721405
2022-12-15,000300.SH,3951.9885,3954.672,3963.5002,3926.4997,3954.8857,-2.8972,-0.0733,88864725.0,181994889.123,-0.0007325622583731
2022-12-16,000300.SH,3954.227,3931.2318,3960.4705,3929.4873,3951.9885,2.2385,0.0566,93178567.0,167488442.589,0.0005664237130245
2022-12-19,000300.SH,3893.2207,3952.7707,3966.5679,3878.4367,3954.227,-61.0063,-1.5428,106919075.0,180801387.702,-0.0154281228669977
2022-12-20,000300.SH,3829.0173,3881.2257,3881.2729,3811.4759,3893.2207,-64.2034,-1.6491,83096822.0,164046440.874,-0.0164910763985201
2022-12-21,000300.SH,3830.5384,3839.0009,3853.7272,3821.4037,3829.0173,1.5211,0.0397,64839215.0,123450040.36,0.0003972559747902
2022-12-22,000300.SH,3836.028,3859.2041,3882.1263,3821.3418,3830.5384,5.4896,0.1433,83705173.0,163970306.951,0.0014331144676684
2022-12-23,000300.SH,3828.2188,3811.6164,3848.3436,3805.9487,3836.028,-7.8092,-0.2036,65278148.0,130559415.566,-0.0020357515638571
2022-12-26,000300.SH,3843.4887,3830.5682,3856.8066,3827.5186,3828.2188,15.2699,0.3989,73005712.0,148692832.422,0.0039887741003725
2022-12-27,000300.SH,3887.854,3860.9054,3891.8497,3856.58,3843.4887,44.3653,1.1543,77515350.0,152032206.631,0.0115429765670964
2022-12-28,000300.SH,3871.2644,3874.9132,3884.7205,3854.9406,3887.854,-16.5896,-0.4267,84424656.0,160671122.031,-0.0042670326612058
2022-12-29,000300.SH,3856.7007,3854.2363,3868.2933,3838.4803,3871.2644,-14.5637,-0.3762,79394815.0,149011372.437,-0.0037620008594608
2022-12-30,000300.SH,3871.6338,3873.9358,3887.5527,3868.7569,3856.7007,14.9331,0.3872,78773272.0,148295049.382,0.0038719883033704
2023-01-03,000300.SH,3887.8992,3864.8356,3893.9904,3831.245,3871.6338,16.2654,0.4201,115051875.0,207540165.953,0.0042011721253181
2023-01-04,000300.SH,3892.9477,3886.2504,3905.9032,3873.6549,3887.8992,5.0485,0.1299,110660743.0,198997711.686,0.0012985161755223
2023-01-05,000300.SH,3968.5782,3913.4928,3974.875,3912.26,3892.9477,75.6305,1.9428,116502395.0,256312608.292,0.0194275664170879
2023-01-06,000300.SH,3980.8888,3969.5493,4000.4143,3966.4696,3968.5782,12.3106,0.3102,110953038.0,235744305.582,0.0031020177452973
2023-01-09,000300.SH,4013.1196,3998.5278,4023.0898,3990.7073,3980.8888,32.2308,0.8096,117054425.0,233212426.458,0.008096382898211
2023-01-10,000300.SH,4017.4737,4014.7125,4030.4574,4002.2297,4013.1196,4.3541,0.1085,101751141.0,214871166.24,0.0010849664186434
2023-01-11,000300.SH,4010.0309,4019.8844,4043.3991,4008.0153,4017.4737,-7.4428,-0.1853,99997889.0,203000262.961,-0.0018526070251561
2023-01-12,000300.SH,4017.8692,4021.7547,4030.2876,4003.5079,4010.0309,7.8383,0.1955,90552627.0,183686268.107,0.0019546732171065
2023-01-13,000300.SH,4074.3772,4032.2906,4074.3772,4027.8864,4017.8692,56.508,1.4064,95871896.0,212173997.498,0.0140641711283184
2023-01-16,000300.SH,4137.9643,4077.8793,4177.1035,4076.6394,4074.3772,63.5871,1.5607,151395455.0,319007749.371,0.0156065815408548
2023-01-17,000300.SH,4137.2422,4138.8433,4148.5838,4118.157,4137.9643,-0.7221,-0.0175,95479040.0,204381576.523,-0.0001745060971164
2023-01-18,000300.SH,4130.3143,4140.1019,4151.4577,4125.7687,4137.2422,-6.9279,-0.1675,84200645.0,172126171.819,-0.0016745212547623
2023-01-19,000300.SH,4156.0077,4125.5772,4156.0077,4105.9797,4130.3143,25.6934,0.6221,94608398.0,192699589.774,0.0062206888226399
2023-01-20,000300.SH,4181.5267,4166.8444,4189.831,4161.6698,4156.0077,25.519,0.614,123553809.0,222342455.101,0.0061402677381949
2023-01-30,000300.SH,4201.345,4267.6248,4268.1522,4197.8596,4181.5267,19.8183,0.4739,164607064.0,330193322.092,0.004739489048342
2023-01-31,000300.SH,4156.8578,4200.5813,4212.7347,4153.0484,4201.345,-44.4872,-1.0589,124550835.0,249365321.627,-0.0105887995391953
2023-02-01,000300.SH,4195.9332,4170.1322,4195.9332,4137.7659,4156.8578,39.0754,0.94,141008954.0,265553944.709,0.0094002253336644
2023-02-02,000300.SH,4181.1493,4207.4123,4207.4123,4170.5565,4195.9332,-14.7839,-0.3523,133823736.0,262497434.837,-0.0035233878365843
2023-02-03,000300.SH,4141.6319,4162.0258,4162.0258,4103.1654,4181.1493,-39.5174,-0.9451,117041221.0,226914770.044,-0.0094513247828772
2023-02-06,000300.SH,4086.8779,4103.8307,4105.9445,4065.2224,4141.6319,-54.754,-1.322,110192717.0,226345113.969,-0.0132203926669582
2023-02-07,000300.SH,4094.2335,4098.3117,4107.3438,4077.9623,4086.8779,7.3556,0.18,91360072.0,183537351.577,0.0017998090914337
2023-02-08,000300.SH,4076.1411,4099.8573,4111.4745,4072.6474,4094.2335,-18.0924,-0.4419,84786099.0,170591751.817,-0.0044189956435068
2023-02-09,000300.SH,4130.8565,4067.5631,4130.8565,4064.7489,4076.1411,54.7154,1.3423,102289961.0,211722604.859,0.0134233331618476
2023-02-10,000300.SH,4106.3097,4124.0986,4125.2893,4092.3472,4130.8565,-24.5468,-0.5942,96716733.0,195348320.573,-0.0059423027645719
2023-02-13,000300.SH,4143.574,4098.8795,4146.45,4092.2729,4106.3097,37.2643,0.9075,128892577.0,251990181.554,0.0090748878488147
2023-02-14,000300.SH,4145.2902,4151.247,4152.0487,4125.2583,4143.574,1.7162,0.0414,102499890.0,204915435.75,0.0004141835043856
2023-02-15,000300.SH,4123.6893,4146.8547,4153.7159,4115.9671,4145.2902,-21.6009,-0.5211,121664508.0,219855528.966,-0.0052109500077944
2023-02-16,000300.SH,4093.4876,4125.4087,4167.9003,4068.8591,4123.6893,-30.2017,-0.7324,159310585.0,281315625.589,-0.0073239513946892
2023-02-17,000300.SH,4034.507,4086.2237,4104.6398,4032.9285,4093.4876,-58.9806,-1.4408,116142589.0,225737746.955,-0.0144083983544984
2023-02-20,000300.SH,4133.4896,4039.9623,4134.8623,4035.4762,4034.507,98.9826,2.4534,161794481.0,280122962.15,0.0245340013042485
2023-02-21,000300.SH,4144.3536,4130.0632,4151.7994,4116.2716,4133.4896,10.864,0.2628,145776173.0,249674201.048,0.0026282877305414
2023-02-22,000300.SH,4106.9506,4118.9669,4134.8759,4101.8596,4144.3536,-37.403,-0.9025,104290295.0,191586158.991,-0.0090250503721497
2023-02-23,000300.SH,4103.6463,4106.2136,4132.3896,4088.2073,4106.9506,-3.3043,-0.0805,103564906.0,197193582.43,-0.0008045628793293
2023-02-24,000300.SH,4061.0457,4100.9897,4102.6094,4048.2374,4103.6463,-42.6006,-1.0381,100989425.0,191210465.053,-0.0103811578497884
2023-02-27,000300.SH,4043.8444,4040.4571,4067.0296,4034.5237,4061.0457,-17.2013,-0.4236,93787630.0,187959491.145,-0.004235682449966
2023-02-28,000300.SH,4069.4587,4058.1298,4074.2639,4026.4476,4043.8444,25.6143,0.6334,110323591.0,198799712.379,0.0063341457945316
2023-03-01,000300.SH,4126.9415,4068.7331,4135.4812,4061.2167,4069.4587,57.4828,1.4125,156015794.0,255374791.016,0.0141254167292568
2023-03-02,000300.SH,4117.7377,4119.9919,4137.2525,4113.8264,4126.9415,-9.2038,-0.223,148217637.0,235953764.97,-0.0022301745735916
2023-03-03,000300.SH,4130.5513,4126.0183,4135.2116,4100.3827,4117.7377,12.8136,0.3112,160331741.0,226914545.628,0.0031118057859782
2023-03-06,000300.SH,4109.0102,4131.1525,4132.8367,4088.4484,4130.5513,-21.5411,-0.5215,162971807.0,283079861.972,-0.0052150665699274
2023-03-07,000300.SH,4048.8519,4103.6419,4124.9609,4046.5679,4109.0102,-60.1583,-1.4641,195912068.0,272491994.009,-0.0146405818121355
2023-03-08,000300.SH,4034.1077,4030.7387,4037.287,4011.5231,4048.8519,-14.7442,-0.3642,117936493.0,191659655.191,-0.0036415755291024
2023-03-09,000300.SH,4019.8505,4035.8433,4043.8493,4000.8901,4034.1077,-14.2572,-0.3534,116539629.0,201737990.687,-0.0035341644448412
2023-03-10,000300.SH,3967.1352,3991.7959,4004.3612,3966.428,4019.8505,-52.7153,-1.3114,123855409.0,218286956.131,-0.0131137463942999
2023-03-13,000300.SH,4008.686,3962.6426,4008.686,3962.6426,3967.1352,41.5508,1.0474,143561370.0,242865516.758,0.0104737544614057
2023-03-14,000300.SH,3984.6956,3999.8803,4001.9415,3946.9405,4008.686,-23.9904,-0.5985,150544174.0,267224848.811,-0.005984604431477
2023-03-15,000300.SH,3986.902,4011.8444,4018.7495,3986.902,3984.6956,2.2064,0.0554,142026007.0,232101093.979,0.0005537185826691
2023-03-16,000300.SH,3939.1505,3958.1962,3981.321,3936.4758,3986.902,-47.7515,-1.1977,152515644.0,246264286.428,-0.0119770939942842
2023-03-17,000300.SH,3958.8194,3971.1585,4004.2153,3945.2501,3939.1505,19.6689,0.4993,177433818.0,305541015.556,0.0049931831749001
2023-03-20,000300.SH,3939.077,3962.6625,3979.5485,3935.0161,3958.8194,-19.7424,-0.4987,205264970.0,319760032.638,-0.0049869413088153
2023-03-21,000300.SH,3982.3782,3948.1573,3982.7047,3948.1573,3939.077,43.3012,1.0993,145090679.0,251631985.017,0.0109927274841288
2023-03-22,000300.SH,3999.4427,3993.7849,4016.4495,3986.7093,3982.3782,17.0645,0.4285,149228970.0,265180992.104,0.0042850023636629
2023-03-23,000300.SH,4039.0895,3985.9928,4039.0895,3983.9986,3999.4427,39.6468,0.9913,158887421.0,296479529.467,0.0099130811400298
2023-03-24,000300.SH,4027.0457,4035.1564,4037.8417,4017.0028,4039.0895,-12.0438,-0.2982,159442330.0,295785588.943,-0.0029818106283606
2023-03-27,000300.SH,4012.4771,4023.3028,4023.3028,3987.0297,4027.0457,-14.5686,-0.3618,168482279.0,315474696.948,-0.0036176892653589
2023-03-28,000300.SH,3999.5147,4015.6973,4023.7834,3994.5999,4012.4771,-12.9624,-0.3231,131895117.0,248736920.972,-0.0032305231100259
2023-03-29,000300.SH,4006.144,4013.5926,4017.7572,3992.6662,3999.5147,6.6293,0.1658,133743510.0,263866922.733,0.0016575260993538
2023-03-30,000300.SH,4038.5257,4009.5573,4040.5023,3983.8958,4006.144,32.3817,0.8083,149901037.0,280004715.991,0.008083009497412
2023-03-31,000300.SH,4050.9257,4045.4538,4063.5675,4039.9587,4038.5257,12.4,0.307,138842546.0,279863685.781,0.003070427408695
2023-04-03,000300.SH,4090.5676,4059.6227,4094.9376,4059.0607,4050.9257,39.6419,0.9786,182124313.0,382895558.426,0.0097858867172013
2023-04-04,000300.SH,4103.1052,4089.2932,4103.1583,4080.0682,4090.5676,12.5376,0.3065,197146631.0,394443175.146,0.0030650025194547
2023-04-06,000300.SH,4096.64,4084.132,4098.8332,4078.4048,4103.1052,-6.4652,-0.1576,150703374.0,328981851.588,-0.0015756846790083
2023-04-07,000300.SH,4123.2799,4096.9009,4131.3126,4092.1848,4096.64,26.6399,0.6503,128676738.0,286567771.883,0.006502865763162
2023-04-10,000300.SH,4104.8118,4132.0096,4132.2952,4099.0519,4123.2799,-18.4681,-0.4479,152453002.0,340822557.208,-0.0044789828602225
2023-04-11,000300.SH,4100.1479,4108.5062,4116.1247,4083.4946,4104.8118,-4.6639,-0.1136,153901333.0,324192951.999,-0.001136203126292
2023-04-12,000300.SH,4097.2876,4102.3968,4108.2451,4090.2784,4100.1479,-2.8603,-0.0698,165965278.0,325425226.403,-0.0006976089813736
2023-04-13,000300.SH,4068.9786,4081.3871,4088.8809,4059.5744,4097.2876,-28.309,-0.6909,156444295.0,300291020.753,-0.0069092050067462
2023-04-14,000300.SH,4091.9988,4078.9703,4098.2151,4075.2049,4068.9786,23.0202,0.5657,150695682.0,306201501.439,0.0056574885893967
2023-04-17,000300.SH,4149.3836,4090.0719,4149.3836,4089.509,4091.9988,57.3848,1.4024,188773095.0,341831272.793,0.0140236600264889
2023-04-18,000300.SH,4162.032,4139.3088,4169.6678,4138.4618,4149.3836,12.6484,0.3048,170184130.0,331545662.316,0.0030482599873389
2023-04-19,000300.SH,4124.5589,4159.3938,4159.3938,4118.6261,4162.032,-37.4731,-0.9004,162554592.0,312219504.523,-0.0090035588385674
2023-04-20,000300.SH,4113.0192,4122.9461,4125.8231,4094.0022,4124.5589,-11.5397,-0.2798,162706677.0,332172409.512,-0.0027978022086192
2023-04-21,000300.SH,4032.5672,4114.2642,4114.2642,4031.9123,4113.0192,-80.452,-1.956,180802435.0,347852011.603,-0.0195603268761789
2023-04-24,000300.SH,3982.6429,4031.303,4033.6367,3967.907,4032.5672,-49.9243,-1.238,170099217.0,328375614.674,-0.0123802772586157
2023-04-25,000300.SH,3962.6658,3985.1055,3991.6868,3925.436,3982.6429,-19.9771,-0.5016,172555409.0,331110619.768,-0.0050160409812287
2023-04-26,000300.SH,3959.2323,3950.2553,3975.6562,3934.6625,3962.6658,-3.4335,-0.0866,162702006.0,322062811.334,-0.0008664621679678
2023-04-27,000300.SH,3988.4185,3948.0313,3999.1302,3942.8152,3959.2323,29.1862,0.7372,153828195.0,304804002.557,0.0073716816262587
2023-04-28,000300.SH,4029.0858,3993.2561,4030.4469,3993.2561,3988.4185,40.6673,1.0196,179508488.0,328936294.025,0.0101963472489157
2023-05-04,000300.SH,4030.2471,4013.4713,4035.7832,4001.1259,4029.0858,1.1613,0.0288,227582846.0,345492506.049,0.0002882291561028
2023-05-05,000300.SH,4016.8774,4031.0946,4047.6015,3998.392,4030.2471,-13.3697,-0.3317,206626924.0,307694489.937,-0.0033173400211615
2023-05-08,000300.SH,4062.6624,4028.1056,4070.7724,4018.9608,4016.8774,45.785,1.1398,255583085.0,359539954.17,0.0113981571854795
2023-05-09,000300.SH,4027.8754,4065.439,4092.8501,4026.3886,4062.6624,-34.787,-0.8563,279306048.0,396422120.421,-0.0085626115524637
2023-05-10,000300.SH,3996.8695,4017.9358,4019.0587,3984.6287,4027.8754,-31.0059,-0.7698,207552709.0,309484851.741,-0.0076978299775608
2023-05-11,000300.SH,3990.6637,4005.7823,4018.0579,3988.4816,3996.8695,-6.2058,-0.1553,144804619.0,241052071.432,-0.0015526651545665
2023-05-12,000300.SH,3937.7622,3987.769,3999.3831,3937.5274,3990.6637,-52.9015,-1.3256,144421728.0,228992923.388,-0.0132563162363192
2023-05-15,000300.SH,3998.8872,3938.83,3998.8872,3923.0317,3937.7622,61.125,1.5523,176257362.0,279531163.508,0.0155227758547735
2023-05-16,000300.SH,3978.2054,4002.5237,4005.015,3966.9921,3998.8872,-20.6818,-0.5172,136833271.0,234840652.671,-0.0051718888194696
2023-05-17,000300.SH,3960.165,3971.7017,3982.6044,3945.7137,3978.2054,-18.0404,-0.4535,118448185.0,205195685.976,-0.0045348085847954
2023-05-18,000300.SH,3956.0701,3965.5162,3982.7178,3939.5526,3960.165,-4.0949,-0.1034,136533947.0,229134184.413,-0.0010340225722917
2023-05-19,000300.SH,3944.5403,3946.2215,3967.2816,3928.316,3956.0701,-11.5298,-0.2914,120212479.0,207094944.781,-0.0029144579617028
2023-05-22,000300.SH,3969.3277,3941.0015,3985.4031,3935.8015,3944.5403,24.7874,0.6284,109116605.0,202185550.246,0.0062839768679761
2023-05-23,000300.SH,3913.1882,3968.2346,3971.939,3913.1882,3969.3277,-56.1395,-1.4143,118685077.0,189955815.34,-0.0141433270928977
2023-05-24,000300.SH,3859.0935,3903.7818,3903.7818,3859.0935,3913.1882,-54.0947,-1.3824,137258265.0,211768410.52,-0.0138236898496219
2023-05-25,000300.SH,3850.4996,3851.4053,3861.3815,3817.8365,3859.0935,-8.5939,-0.2227,124150770.0,213313620.055,-0.0022269219442337
2023-05-26,000300.SH,3850.9511,3848.4174,3859.6291,3815.5701,3850.4996,0.4515,0.0117,100326439.0,191537814.873,0.0001172575112071
2023-05-29,000300.SH,3833.9416,3862.0838,3866.7238,3819.1822,3850.9511,-17.0095,-0.4417,131859967.0,230095604.813,-0.0044169607866483
2023-05-30,000300.SH,3837.7531,3827.7924,3844.0052,3789.2736,3833.9416,3.8115,0.0994,137619629.0,244566265.535,0.0009941465983727
2023-05-31,000300.SH,3798.5434,3827.1634,3827.1634,3781.4034,3837.7531,-39.2097,-1.0217,126387368.0,235606123.948,-0.0102168375552872
2023-06-01,000300.SH,3806.8679,3788.5902,3832.2051,3786.7344,3798.5434,8.3245,0.2191,134561881.0,241829546.409,0.0021914979304962
2023-06-02,000300.SH,3861.8337,3821.6198,3865.2843,3821.6198,3806.8679,54.9658,1.4439,125015110.0,232696547.131,0.0144385887411537
2023-06-05,000300.SH,3844.2492,3860.5557,3860.5557,3832.4578,3861.8337,-17.5845,-0.4553,116163989.0,211144360.144,-0.0045534068440078
2023-06-06,000300.SH,3808.1629,3840.4587,3867.8452,3802.8449,3844.2492,-36.0863,-0.9387,125781258.0,222091722.592,-0.0093870865603614
2023-06-07,000300.SH,3789.3418,3815.4823,3823.1124,3780.1021,3808.1629,-18.8211,-0.4942,98862432.0,189879792.18,-0.0049423043326217
2023-06-08,000300.SH,3820.1867,3791.0826,3834.3888,3777.7752,3789.3418,30.8449,0.814,118700934.0,199119300.65,0.0081399096803567
2023-06-09,000300.SH,3836.7026,3822.4088,3836.7026,3811.2189,3820.1867,16.5159,0.4323,134319863.0,247296087.071,0.0043233227318444
2023-06-12,000300.SH,3844.4324,3827.3253,3859.7156,3813.8577,3836.7026,7.7298,0.2015,126758543.0,240791270.474,0.0020146987676346
2023-06-13,000300.SH,3864.9074,3838.1287,3867.3034,3833.4598,3844.4324,20.475,0.5326,110924946.0,225435215.315,0.0053258837377396
2023-06-14,000300.SH,3864.0247,3872.7155,3891.6656,3862.0609,3864.9074,-0.8827,-0.0228,124955759.0,243932581.184,-0.0002283883955408
2023-06-15,000300.SH,3925.4994,3871.7746,3925.4994,3871.7746,3864.0247,61.4747,1.5909,128369938.0,282635910.894,0.015909499750351
2023-06-16,000300.SH,3963.3509,3932.2114,3968.0128,3928.5419,3925.4994,37.8515,0.9642,139760076.0,280374762.838,0.0096424674017272
2023-06-19,000300.SH,3930.9079,3957.0327,3957.0327,3922.4742,3963.3509,-32.443,-0.8186,134905848.0,268213068.58,-0.0081857500934372
2023-06-20,000300.SH,3924.2377,3926.094,3937.4945,3918.473,3930.9079,-6.6702,-0.1697,122520318.0,266274081.287,-0.0016968599035352
2023-06-21,000300.SH,3864.0323,3909.1044,3920.1276,3864.0323,3924.2377,-60.2054,-1.5342,118346575.0,243630705.592,-0.0153419350718739
2023-06-26,000300.SH,3809.6962,3833.4436,3841.2862,3801.0537,3864.0323,-54.3361,-1.4062,133990419.0,247713845.78,-0.0140620201337343
2023-06-27,000300.SH,3845.4334,3811.6872,3851.8957,3806.3242,3809.6962,35.7372,0.9381,116992681.0,210097713.688,0.009380590504828
2023-06-28,000300.SH,3840.7986,3836.6086,3846.8516,3808.1607,3845.4334,-4.6348,-0.1205,107021541.0,206187959.877,-0.0012052737670609
2023-06-29,000300.SH,3821.8435,3836.7305,3840.7132,3817.3759,3840.7986,-18.9551,-0.4935,98289274.0,204110031.408,-0.0049351975914592
2023-06-30,000300.SH,3842.4516,3816.3345,3860.0311,3813.552,3821.8435,20.6081,0.5392,101268429.0,208146272.909,0.0053921883509882
2023-07-03,000300.SH,3892.8821,3853.2919,3897.3273,3853.2919,3842.4516,50.4305,1.3125,133158051.0,256876520.212,0.0131245634948271
2023-07-04,000300.SH,3899.0133,3888.0328,3899.9755,3878.3978,3892.8821,6.1312,0.1575,109494527.0,216335611.422,0.0015749770587709
2023-07-05,000300.SH,3868.8054,3895.1945,3899.5188,3864.1301,3899.0133,-30.2079,-0.7748,97636384.0,188400265.051,-0.0077475755212221
2023-07-06,000300.SH,3842.7547,3857.0304,3876.8901,3836.4573,3868.8054,-26.0507,-0.6734,100121842.0,184742420.862,-0.0067335255477053
2023-07-07,000300.SH,3825.6988,3831.5955,3844.8438,3819.0772,3842.7547,-17.0559,-0.4438,100906920.0,173918560.673,-0.004438456610306
2023-07-10,000300.SH,3844.3269,3841.5591,3865.4566,3831.92,3825.6988,18.6281,0.4869,92033441.0,185360813.111,0.0048692019350817
2023-07-11,000300.SH,3869.4861,3853.7955,3870.6549,3844.5244,3844.3269,25.1592,0.6545,86510716.0,177585694.368,0.0065445006770885
2023-07-12,000300.SH,3843.4369,3864.6013,3874.0403,3838.5632,3869.4861,-26.0492,-0.6732,111522024.0,214046519.056,-0.0067319533723095
2023-07-13,000300.SH,3898.4229,3855.662,3901.1023,3855.662,3843.4369,54.986,1.4306,120300232.0,235278706.835,0.0143064661735436
2023-07-14,000300.SH,3899.1027,3904.6033,3908.4871,3893.7862,3898.4229,0.6798,0.0174,122364846.0,220230466.523,0.0001743782081722
2023-07-17,000300.SH,3867.1749,3881.6225,3881.6225,3852.2626,3899.1027,-31.9278,-0.8188,98340144.0,174623552.807,-0.0081884993693548
2023-07-18,000300.SH,3854.9393,3871.0444,3871.0444,3844.5129,3867.1749,-12.2356,-0.3164,91438615.0,167104315.117,-0.0031639634400812
